content,score,at,appVersion,userName,thumbsUpCount
best AI app I used,4,2025-12-06 07:08:41,1.2025.329,Deurin Pietersen,0
love it good,5,2025-12-06 07:07:38,,Godday Julius,0
T his is so effective .,5,2025-12-06 07:06:49,1.2025.315,Asma Fayaz,0
I really like it,5,2025-12-06 07:06:45,1.2025.329,Rhea Mae Gonzaga Mutya (rhea),0
very good use of all work,4,2025-12-06 07:06:31,1.2025.329,Yash Yadav,0
The best chat gpt app,5,2025-12-06 07:05:23,1.2025.329,Jen Cohen,0
This is best but one this is best one but something was make little sad because this aap want money.,4,2025-12-06 07:05:00,1.2025.336,Sarita Kumare,0
awesome response 😀,5,2025-12-06 07:04:52,1.2025.329,nikesh saroj,0
very nice every time is my favourite,5,2025-12-06 07:03:52,1.2025.329,Rijwan Personal,0
bohut acha hai,5,2025-12-06 07:02:18,1.2025.329,Shivam Kumar Singh Singh,0
"Bruh, sybau this app bro💀 it ain't good🙏",1,2025-12-06 07:02:16,1.2025.329,Shruti Gurung,1
not working 😕,2,2025-12-06 07:02:03,1.2025.329,Kana Rajput 555,0
very nice it can help you in many ways 😊👍,4,2025-12-06 07:01:46,1.2025.329,Jonny Mosso,0
👍🏼✨📖,5,2025-12-06 07:01:41,1.2025.329,Punam Falke,0
sab thaka valo apppp,5,2025-12-06 07:01:39,1.2025.329,sukhen Ghosh,0
it's very helpful and also I haven't have a real conversation with anyone and I get to talk with it like a real person it has help me more emotionally than educationally,4,2025-12-06 07:00:48,1.2025.329,Nice Sangma,0
excellent 👍👍👍,5,2025-12-06 07:00:47,1.2025.329,Sana Qureshi,0
"it's great,she helps nxa",5,2025-12-06 06:59:16,1.2025.329,Danny Shean Rooi,0
nais,5,2025-12-06 06:58:02,1.2025.329,Ssiful Islam,0
its really an awesome app for creaters who have beautiful ideas,5,2025-12-06 06:57:42,1.2025.322,Sanjay Virkar,0
I am facing a problem while downloading a pdf or ppt from it please help. Otherwise I will not rate it.,2,2025-12-06 06:56:30,,08 Adrish Saren,0
it is not working! some troubles with this app please solve it 😢,1,2025-12-06 06:56:15,,Sneha,0
"absolutely loving chatgpt,has helped me out so much in taking care of my health.If you have no one to ask about something always come to chatgpt.",5,2025-12-06 06:55:25,1.2025.329,Dani Merhi,0
very good app bast no1 app,5,2025-12-06 06:55:20,1.2025.329,Lovely 003,0
good 👍 💕😘,5,2025-12-06 06:54:55,1.2025.329,Ab Toheed.,0
you need to make question 's answer faster for students who are studying,3,2025-12-06 06:54:43,1.2025.329,Sathish Jacob,0
chat gpt is good,3,2025-12-06 06:54:14,1.2025.329,Beena Pandey,0
very laggy. tools uses doesnt render appropriately,3,2025-12-06 06:53:58,1.2025.329,Thanh Dat Nguyen,0
dont work,1,2025-12-06 06:53:57,1.2025.329,Rus,0
chat GPT is very good,5,2025-12-06 06:53:24,1.2025.329,Sediqyar Turkmen,0
helpful app 🥰,5,2025-12-06 06:52:36,1.2025.329,Kilelet Moges,0
im in love with ai.,5,2025-12-06 06:52:26,1.2025.329,Mashal 21,0
very good summery and answer,1,2025-12-06 06:52:25,1.2025.329,haroon halimyar,0
Good Friendly,2,2025-12-06 06:52:13,1.2025.329,Harish Keshav,0
the images aren't always great but they're better than some of the other ai images like Gemini,3,2025-12-06 06:51:57,1.2025.329,Lego Monkey6,0
تطبيق رائع و ممتاز,5,2025-12-06 06:51:50,1.2025.329,mourad morsy,0
good and very helpful aap.,4,2025-12-06 06:51:37,1.2025.329,AJIT WADEKAR,0
best inventions of human product.,5,2025-12-06 06:50:21,1.2025.329,Logesh,0
I Love this App,5,2025-12-06 06:50:02,1.2025.336,Emmanuel Maseko,0
perfect and very useful,5,2025-12-06 06:49:59,1.2025.329,m-h saadat,0
detail minerals identification,5,2025-12-06 06:48:59,1.2025.329,Murti Tise,0
"ChatGPT has truly impressed me with its remarkable capabilities. It consistently provides insightful and helpful responses to a wide range of queries. The user interface is intuitive, making it incredibly easy to engage with its features. I highly recommend this tool for anyone seeking efficient and intelligent assistance. It has become an indispensable part of my daily workflow.",5,2025-12-06 06:46:34,1.2025.336,Andrew Barnes,0
Thanks chatting GPT ↩️,5,2025-12-06 06:45:48,1.2025.308,Neha Neha Kumari,0
"its a great tool, it can be used to solve so many problems, be it education, lifestyle, family, social media, its all round solution to whatever problem one may have questions to.",5,2025-12-06 06:43:52,1.2025.329,Temidayo Osagbemi,0
the was good and talanted,5,2025-12-06 06:43:14,1.2025.329,Naman Tyagi,0
updated safety policies and very poor customer support has ruined this app for me. for the users out there they don't even look at these reviews. that should tell you how much they care about their users x,1,2025-12-06 06:43:00,1.2025.329,Carel Louw,1
"amazing,wonderful, helpful app. I love it 💞",5,2025-12-06 06:42:23,1.2025.329,Neeru Kamboj,0
quick response,5,2025-12-06 06:41:04,1.2025.329,Kennedy,0
its benfit to us awesome,5,2025-12-06 06:40:28,1.2025.329,ZULFANALI ANSARI,0
تطبيق واو🌹🌹💋,5,2025-12-06 06:40:15,1.2025.302,sahraoui Hadla,0
This is an awesome app that gives solve problems to any questions given,5,2025-12-06 06:39:30,1.2025.329,David Mazigo,0
it is very good working app! 👍🏻..i suggest that you all must have this,3,2025-12-06 06:39:29,1.2025.329,Dhawan Vashisth,0
تطبيق رائع,5,2025-12-06 06:39:28,1.2025.302,Yousef alasfar,0
very helpful for us,5,2025-12-06 06:38:10,1.2025.329,MD SAZINUR,0
It's helps me to complete assignments. I completed my 8 assignments. This is very useful for everyone Thanks.💖,5,2025-12-06 06:38:01,1.2025.322,Shreya,1
छान,5,2025-12-06 06:38:01,1.2025.336,VIJAY LANDGE,0
Too cool 😀,5,2025-12-06 06:37:59,1.2025.329,Manisai Konapureddy,0
very good very helpful 😃,4,2025-12-06 06:37:34,1.2025.329,Samir Fulewale,0
good proformas,3,2025-12-06 06:36:54,1.2025.329,RANJAN KUMAR THAKUR,0
generate pictures fast,4,2025-12-06 06:36:48,1.2025.329,Muhammed Mazin,0
not very good it's ok ok,1,2025-12-06 06:34:45,1.2025.329,Laxmi Pari,0
it's very bad app!! too!!🤬👎👍,1,2025-12-06 06:30:54,1.2025.329,asaduzzaman bhuiyan,0
په دی خاطر دری ستوری ورکوم چی یوه غلطی لری زه په پښتو خبری ورسره کوم او دی بیرته اتومات فارسی ته واوړی,4,2025-12-06 06:30:49,1.2025.329,سمیع الله همت,0
ChatGPT is My everything,4,2025-12-06 06:30:18,1.2025.273,Sarfraz Ahmad,0
it work perfectly well,4,2025-12-06 06:29:30,1.2025.238,Obrian Chirapa,0
Good job,5,2025-12-06 06:28:37,1.2025.329,Nathaniel Yilma,0
great 👍😃,5,2025-12-06 06:28:15,1.2025.329,امین شوندی,0
very for students 😄,5,2025-12-06 06:27:34,1.2025.329,Muskan Kumari,0
Crashes sometimes,3,2025-12-06 06:26:18,1.2025.336,Ngex Natangwe,0
very Nice,4,2025-12-06 06:24:51,,Mohammad Jawed,0
"In my experience, this ChatGPT AI performed very poorly compared to other AI tools I’ve used. I found Grok AI far more helpful and informative. If anyone is considering a subscription or even trying a free version, I would recommend Grok over this app.",1,2025-12-06 06:24:43,1.2025.329,Ishtak Ahmed Chowdhury,2
The most helpful app of my life. 💚😍,5,2025-12-06 06:24:43,1.2025.329,Mr. MaRuf,0
very awesome,5,2025-12-06 06:24:41,1.2025.329,Sunita Yadav,0
this very good for study,5,2025-12-06 06:24:29,1.2025.329,Sushant Lama,0
ai is very smart and good,5,2025-12-06 06:24:27,1.2025.329,Kusum Chaudhary,0
Waý çok güzel çok beýändim,5,2025-12-06 06:23:53,1.2025.329,Aygozel Amanmyradowa,0
its very informative app and always me in my home work or clear my all dotes,5,2025-12-06 06:23:01,1.2025.336,Tanveer Butt,0
"best app ever, without it may be i would have been a dumb ...",5,2025-12-06 06:22:58,1.2025.329,Anuj Kumar Sahu,0
बढ़िया खेलौना है,4,2025-12-06 06:22:25,,Meesam Turabi,0
it should be fully free,4,2025-12-06 06:19:59,1.2025.329,Maaz Dada,0
really enjoy my time using chat.,5,2025-12-06 06:19:57,1.2025.308,Darius Harris,0
this is awesome,4,2025-12-06 06:19:20,1.2025.329,OmParkash Singadiya,0
it is very good and brilliant application,5,2025-12-06 06:19:20,1.2025.329,Ram Kishore,0
"very good app, it is good for students",5,2025-12-06 06:18:39,1.2025.329,abhiram panda,0
"best app ever, i can blindly trust on this app . This ai have feelings. realistic app.",5,2025-12-06 06:17:46,1.2025.329,REHAN,0
this is the best way to learn and grow,5,2025-12-06 06:17:43,1.2025.266,Seema Gupta,0
it is easy to study in easy manner,5,2025-12-06 06:17:42,1.2025.252,Prashanth Cheedaragadda,0
"ily gpt mwaaa <,3",5,2025-12-06 06:17:12,1.2025.329,Auriel Zaharani (aurel),0
very health full app my large problem to solve fast in one click ☠️,5,2025-12-06 06:16:09,1.2025.329,Mahee Chauhan,0
yery bad,1,2025-12-06 06:15:44,1.2025.329,Natik Palyal,0
many of answer are wrong,1,2025-12-06 06:15:03,,LIAQAT KHARAL KHARAL,0
that's first time I see this level app thanks for give this app I want to create ai app they do it all what people want with unlimited and free and I challenge you Infinite number of people point and use this app,5,2025-12-06 06:14:30,,Usman Khan,0
this app does what you need it to do,5,2025-12-06 06:14:02,1.2025.329,THE DON,0
this is very usefull in daily lives or else things,5,2025-12-06 06:12:31,1.2025.329,Madhu Parihar,0
😭🎀🌘chatgpt is my bro 🪐😭🎀,5,2025-12-06 06:11:36,,Salman Khan,0
"used to be able to do things it used to do, mixing information, hallucinating entire books... totally losing it.",1,2025-12-06 06:11:25,1.2025.336,Marie-Gabrielle Bui,1
it is very fun to ask questions and gives information,4,2025-12-06 06:11:25,1.2025.329,Rashad Williams,0
I like this tool as it gives very good answer and help in different projects and research.,5,2025-12-06 06:10:13,1.2025.322,Ranjana Kashyap,0
very nice 👍👍👍👍,5,2025-12-06 06:09:40,1.2025.315,Ruchi Kumari,0
👌👌👌👌👌👌 Best app 👌👌👌👌👌👌,5,2025-12-06 06:09:29,1.2025.329,Candice Kim,0
thank you chatgpt,5,2025-12-06 06:08:53,1.2025.315,Krishna Pandit,0
it helps rally but not too much good it is 50/100,3,2025-12-06 06:08:33,,ANSHIKA DEVI,0
Chat GPT >>>>>>>>>Any App 😎,5,2025-12-06 06:08:16,1.2025.329,Purshottam Mishra,0
tkleh buat suara sebijik macam ayat,3,2025-12-06 06:08:06,1.2025.329,Megat adif darwish,0
ভালো না,1,2025-12-06 06:06:36,1.2025.329,Sultana islam Shorna,0
use full☺️🥰,5,2025-12-06 06:05:46,1.2025.329,Famida A,0
"Gua punya keluhan sama gpt 5 ini. jadi saat entah kenapa kalo pakai yang model gpt-5 ini hasilnya malah suka bikin geregetan sendiri kayak misalnya gua ngetik perintah ""pada suatu hari aa lagi blablabla dan ia sedang menggoyang rattlenya di blablabla"" eh malah langsung di lompatin dong padahal harusnya itu yang gua tulis dibikin ulang baru dilanjutkan dengan cerita yanh dia hasil.",1,2025-12-06 06:05:28,1.2025.329,Khairul Faizal,0
very amazing apppppp loving appp,5,2025-12-06 06:04:31,1.2025.336,Satpal Bainsla,0
super know,5,2025-12-06 06:04:31,1.2025.329,Senthil AM,0
helping motivating explan with clean nice words,4,2025-12-06 06:03:30,1.2025.329,Bbrekhnashafiq Abdul shafiq,0
"amazing, technology has evolved incredibly! having quick access to information like this feels great and it is very helpful in this time and age",5,2025-12-06 06:03:26,1.2025.329,Martin Blackson,0
ils cool app,5,2025-12-06 06:01:25,,Ben barna Thabet,0
goat,5,2025-12-06 06:01:25,1.2025.329,Ahamed Raiyn,0
it is very good for students 😁😃,4,2025-12-06 06:01:19,1.2025.329,Naveed Ahmed,0
very bad AI tool,1,2025-12-06 06:01:11,1.2025.329,Sani Kumar,0
very bad.not working.,2,2025-12-06 06:00:47,1.2025.329,Ajay Kumar Uttam,0
help me a lot,5,2025-12-06 05:59:32,1.2025.329,Walid hasan,0
my favourite ai app,5,2025-12-06 05:59:31,1.2025.329,MUKAMMEL HASSAN,0
very convenient to use but I wish could have some more features like describing the scene via videos. other wise one of the guy app for all age group. love it so much.,4,2025-12-06 05:59:22,1.2025.329,Mamta Parhar,0
very supportive and quick app. I am using ChatGPT regularly for office work.,5,2025-12-06 05:59:21,1.2025.329,Sanjeev Kumar,0
This AI takes so much time for creating images. Sometimes it takes about 3 or 4 hours. I am requesting the developer to fix it.,2,2025-12-06 05:58:44,1.2025.329,Aryan Giri,0
chatgpt has helped me with a problem I have I don't want to jinx it but no matter what chatgpt made me see things in a different light now I can do what I should have months ago Nicole Andre,5,2025-12-06 05:54:06,1.2025.329,Wicked Nikki (WickedNikki57),0
best app ever in 2027...!!,5,2025-12-06 05:53:10,,Ramesh Isn't,0
best app I have ever used,5,2025-12-06 05:53:03,1.2025.322,Sinchana Naik,0
good 💯😊,1,2025-12-06 05:51:50,1.2025.329,Ravi Kumar,0
assalamoalikom,1,2025-12-06 05:51:07,1.2025.322,Ummea Kulsum Rakhi,0
it's very fast and easy for running and understanding,5,2025-12-06 05:51:03,1.2025.329,Shiva Yadav,0
"inconsistent sometimes...but otherwise, quite helpful",4,2025-12-06 05:50:57,1.2025.329,Anushka Ghunawat,0
it's good for study,5,2025-12-06 05:49:50,1.2025.329,Rubi Rajput,0
best ❤️‍🔥,5,2025-12-06 05:49:36,1.2025.329,Sajjath Khan,0
my help this app is my study,5,2025-12-06 05:47:52,1.2025.329,Pushpa Avasthi,0
Cha gbt is a good app for everything you want to know,4,2025-12-06 05:47:15,1.2025.329,Haleem Khan,0
wow 10/infinite a,5,2025-12-06 05:46:58,1.2025.329,Gurtaj Singh Bhatti,0
superb very very useful compare to gemini chatgpt mass,5,2025-12-06 05:43:49,1.2025.329,Vimal Kumar,0
it's a good apps,5,2025-12-06 05:43:41,1.2025.329,Rony Sarkar,0
I like it so much it's really helpful and I make us to know more and what we should do,5,2025-12-06 05:42:59,1.2025.329,Divine Kwunne,0
telling me to log in is it by force,5,2025-12-06 05:42:00,1.2025.336,GABRIEL AMINA,0
best aap mujhe acha laga,5,2025-12-06 05:40:35,1.2025.322,deepanshu Mahto,0
this is actually the best AI of all the time! and it responds fast,5,2025-12-06 05:39:22,1.2025.329,Whatsapp Buisness,0
عالللیییی,5,2025-12-06 05:39:22,1.2025.308,Sol Tan,0
faltu hai,5,2025-12-06 05:39:07,1.2025.329,KsHITIJ OP,0
chat Smith and chat GPT both are good but chat GPT is next level 👍👍👍👍👍👍👍,5,2025-12-06 05:38:52,1.2025.329,Rayyan Khan,0
"It's getting weird & making odd, obvious errors. Also blocks you from continuing a conversation if you sent an image, even if you are only following up with text",2,2025-12-06 05:38:35,1.2025.302,David Tomczak,0
بہت اعلیٰ,5,2025-12-06 05:38:01,1.2025.329,Arham Khan,0
itis thebestapp,5,2025-12-06 05:35:57,1.2025.329,Hobita Deori,0
Best AI app. Meta AI and Gemini are extremely bad infront of ChatGPT bro. This is humanity's one of the best tech. It would be a shame to give this app less than 5 star.,5,2025-12-06 05:35:45,,Profile,0
answer beautiful,5,2025-12-06 05:35:28,1.2025.308,Raj Sipara,0
BASH 👎 👎,1,2025-12-06 05:35:27,1.2025.329,pencouncil the,0
crazy application. solves half of my problems easily,5,2025-12-06 05:32:31,1.2025.329,POKE AMOURSHIPINGS,0
most of the work was done by chatGPT,4,2025-12-06 05:31:56,1.2025.329,Priyanka Kumari,0
overall app is good u give a image to edit this I using chatgpt from 1 month I just love it,5,2025-12-06 05:31:52,,Extra account 111,0
i really hate its memory system cuz im making a cartoon and chatgpt wont save it!!!!!!😡😡😡😡 how can an ai assistant and its feature be heartless?!??!?!?!?!?!,1,2025-12-06 05:31:15,1.2025.329,Nikoloz Papunashvili,0
خیلی خوب هست,5,2025-12-06 05:31:06,1.2025.294,Naeimeh Najafi,0
its so useful and fun,5,2025-12-06 05:30:32,,Jad Khozam,0
awesome app for knowledge seekers,5,2025-12-06 05:30:31,1.2025.259,Anita Sood,0
it's good App i love it,5,2025-12-06 05:29:59,1.2025.329,Ridwan isabala,0
very usefull app 🤌👏👏,5,2025-12-06 05:28:01,1.2025.329,Bittu Dhiman,0
ChatGPT really good 👍,5,2025-12-06 05:27:37,,حافظ سعید افغانستان,0
"Easy to jailbreak, leads to minors having NSFW and dangerous conversations with the AI. Don't let your child be pushed into suicide by A BOT like many others in 2025.",1,2025-12-06 05:26:59,,first name last name,0
فوق‌العاده‌ست,5,2025-12-06 05:26:16,1.2025.302,Mahta Jafari,0
good but didn't provide proper notes with diagram,3,2025-12-06 05:26:08,1.2025.329,Sudhir Bisen,0
"If I recommend it , I actually like 9 out of 10 bcuz I did know a little title bit learning english when I was learned at school.yet Imma meet it , honestly ,my english skill totally elevate day by day .So thanks a million for creating it",4,2025-12-06 05:25:48,1.2025.329,Hmwe Theingi,0
best and blast,5,2025-12-06 05:25:45,1.2025.329,121 DISEN,0
kepe it up,5,2025-12-06 05:25:17,1.2025.329,Hazrul Arif,0
Because chat gpt maybe know my information,1,2025-12-06 05:22:29,1.2025.329,Noor Saharin Thaha,0
meh,4,2025-12-06 05:22:25,1.2025.329,Demon,0
very nice for education purpose ☺️☺️,5,2025-12-06 05:21:45,1.2025.329,Anil Yadav,0
jo Jabab khai nhi vo yha 👌,4,2025-12-06 05:19:37,1.2025.329,ANKIT SHARMA,0
"Very helpful, amazing ❤️",5,2025-12-06 05:19:25,1.2025.329,usman ali,0
it really works guys 👍,4,2025-12-06 05:18:10,1.2025.329,aparna sharma,0
This app is very useful for me.,5,2025-12-06 05:17:28,1.2025.315,Kohila Sabari,0
if you're a student it's rlly helpfull it cracks my exam pattern so accurately srsly,5,2025-12-06 05:16:54,,Dona,0
very useful in some situations.,5,2025-12-06 05:16:29,1.2025.329,Coni Conisoru,0
this is very good app try this,5,2025-12-06 05:16:00,,Sundas rameez,0
Muy buena aplicación y útil si se pregunta a alto nivel,5,2025-12-06 05:15:44,1.2025.329,Jaime Calderon,0
very good artificial intelligence,5,2025-12-06 05:15:03,1.2025.329,Ahyan,0
the coll down is boring and it includes money to learn more,3,2025-12-06 05:14:34,1.2025.329,Amrita Rai,0
it is really a useful app,5,2025-12-06 05:14:13,1.2025.329,Ayesha Sultana,0
chatgpt is very good app for exam,5,2025-12-06 05:13:43,1.2025.329,Sita Pudasaini,0
Really good I love the AI function so it can show me what something may potentially look like in my property before doing it or buying any materials,5,2025-12-06 05:13:36,1.2025.329,Amara Brown,0
100% optinal,5,2025-12-06 05:13:28,1.2025.329,Vaghela Mahendar,0
chatGPT is so good more than I was thinking,5,2025-12-06 05:13:23,1.2025.329,Iradukunda Mutoni uwase,0
very helpful and usefully thanks gpt,5,2025-12-06 05:12:31,1.2025.329,Lovedeep Sharma,0
it is good app for students,4,2025-12-06 05:10:51,1.2025.308,ANUSHA BAMMANNAVAR,0
it takes so much time to make photos,3,2025-12-06 05:09:41,1.2025.329,Bhagwandas Raikwar,0
"best AI ,it helps me in everything everytime, you can even edit it's charector, very intelligent AI.",5,2025-12-06 05:09:04,1.2025.329,Rafeek Raf,1
nice a app,5,2025-12-06 05:09:02,1.2025.329,Aashna Khobragade,0
good quality,5,2025-12-06 05:08:18,1.2025.302,Sanajan Sanajan,0
"best friend, teacher ,guider app best for study so,if you are a student you can compalsary to download ,"" CHAT GPT"" 😎😎🥰🥰🥰🤓🤓",5,2025-12-06 05:07:46,1.2025.329,Shreyansh Verma,0
Extravagantly Spectaculus,5,2025-12-06 05:07:33,1.2025.133,Olawale Isaac,0
it can be better with more work,4,2025-12-06 05:07:27,1.2025.329,Amine Bejaoui,0
this is the best app and recommend for you ❤️🤠,5,2025-12-06 05:07:03,1.2025.329,D Star,0
best tool,5,2025-12-06 05:06:57,1.2025.329,Abhishek Dwivedi,0
"This app has been helping me a lot , it could be emotionally helpful and spiritually. This app deserves the 5 star rating.",5,2025-12-06 05:06:23,1.2025.329,Re ll,0
he's nice you should download it now 10 out of 10 Stars if I could I would put 10 I mean I'll put,5,2025-12-06 05:03:52,1.2025.329,Mylon Cross,0
w app sooo helpful in irl situations ngl,4,2025-12-06 05:03:32,1.2025.329,Abenezer Dagnachew,0
great 😃,5,2025-12-06 05:03:14,1.2025.329,Sudais,0
great job 👍,5,2025-12-06 05:03:04,1.2025.329,Beacon light School Ghuman wala,0
"the best for brainstorming, and helping you with practically everything, very truthful",5,2025-12-06 05:01:47,1.2025.287,Chibuife Peter,0
amazing chatGpt,5,2025-12-06 05:01:11,1.2025.329,Philospher Khan,0
vvvvvvvvvvvv bad,1,2025-12-06 05:00:50,1.2025.287,Shamima Fatma,0
Thank you 😊 The chatgp is part of my life,5,2025-12-06 05:00:13,1.2025.329,Asif Baloch,0
very good 👍 👏 👌 😀,5,2025-12-06 04:58:53,1.2025.329,Imran Raza,0
good LK,5,2025-12-06 04:57:36,1.2025.322,Samu Ram,0
great for helping me remember things,5,2025-12-06 04:56:49,1.2025.329,Ny'Asia Foster,0
best of luck,5,2025-12-06 04:56:38,1.2025.329,Krishna Batham,0
i tired to create a image but i don't get any image and it keep on trying to make me pay for a update,1,2025-12-06 04:55:49,,Sesonia Mbaya-Kayembe,0
This app is good and it is helping me in my studies and if I face any problem then it helps me in understanding it.,5,2025-12-06 04:54:56,1.2025.329,Anmol Shukla,0
"this app is good for those who can't afford to go to therapy, ChatGPT become my therapist for a year, and also if you are using ChatGPT for you to get an answer please no don't do it, you can use this app just for reference.",5,2025-12-06 04:54:04,1.2025.322,Sarah Rufa,0
really good i love it,5,2025-12-06 04:54:03,1.2025.329,Clara Walker,0
in a word there is no word for it it's awesome 😎😎,5,2025-12-06 04:53:21,1.2025.329,ALL VIDEOS,0
five-star reviews⭐⭐⭐,5,2025-12-06 04:52:28,1.2025.315,Delight Eferhakpoklere,0
The best Application in the world really,5,2025-12-06 04:52:22,1.2025.329,zohaib mughal,0
لببات,5,2025-12-06 04:52:22,1.2025.329,Hilal Ghogyani,0
it's very good for students and also helps in last minute revison . It's a digital dictionary to ask meaning,4,2025-12-06 04:51:44,1.2025.308,Aishwarya Danappanavar,0
a best app,5,2025-12-06 04:50:44,1.2025.329,Google Offer Dedo,0
হি,5,2025-12-06 04:50:44,1.2025.329,Rayhan Hossen,0
just no.... his memories are trash asf 💔,1,2025-12-06 04:50:26,,Qaireena Maisarah,0
Awesome invention and it's ground breaking,5,2025-12-06 04:50:05,1.2025.329,Mangaliso Mkhwanazi,0
very good app am leading more here.... 💕💕,5,2025-12-06 04:47:36,1.2025.329,krish krishna,0
it is given wrong answer and when I try to search same thing it will give me total different thing,1,2025-12-06 04:47:27,,Niraj Tamang,0
ai is good much better than all,5,2025-12-06 04:47:01,1.2025.329,Chandar Sekar,0
best for students,3,2025-12-06 04:46:23,1.2025.322,Divyansh Gautam,0
best friend chatgpt,5,2025-12-06 04:46:16,1.2025.329,Suman Nishad,0
best of all time,5,2025-12-06 04:46:05,1.2025.302,Pial Deb Nath,0
5star,5,2025-12-06 04:45:43,,गुल सेफ Gamer,0
best AI app is samay,5,2025-12-06 04:45:39,1.2025.329,Vandana Singh,0
নাইস এপ,5,2025-12-06 04:44:05,1.2025.329,Anamul Haque,0
500 good ved. sid,5,2025-12-06 04:43:28,1.2025.329,Kailash Pawase.,0
အဆင်ပြေသည်,5,2025-12-06 04:43:18,1.2025.322,Ei Zin Phyo,0
very nice ai problem is premium plus buy free user so sad please chatgpt free user very disappointed😞,5,2025-12-06 04:43:03,1.2025.329,REحAN,0
this app make sentences in correct word or answer in every chapter thanks for 🙏🙏 it,4,2025-12-06 04:43:03,,Shika chakma,0
if I could the negetive stars I would horrible app it gives me incorrect answers there are message limits which force you to start a fresh in a new chat,1,2025-12-06 04:42:01,1.2025.329,Tsakasile Gamedze,0
It has too many restrictions,1,2025-12-06 04:41:29,1.2025.329,Charlton Mangwiro,1
nice app used,5,2025-12-06 04:40:35,1.2025.329,Julekha Saifi,0
absolutely helpful but when you run out of chats it takes hours for the next refill also the start a new chat because you have to wait so many hours take up a third of the screen it makes searching through your chat that much more Claustrophobic,2,2025-12-06 04:38:17,1.2025.329,Thomas,0
Great app when I need help rewriting something. I can continue working on something I started on my computer which is really handy.,4,2025-12-06 04:38:05,,Jessie Wollmuth,0
💐💐👏,5,2025-12-06 04:37:15,1.2025.329,Arshad Daniyal,0
ऐसा ऐप कभी नहीं मिला बहुत अच्छा,5,2025-12-06 04:36:55,1.2025.329,Manmohan Sindhwal,0
I miss GPT 4.o so much. GPT 5 & its subsequent versions are the worst AI to have brought.,1,2025-12-06 04:34:32,1.2025.329,Rajdeep Das,6
Mst Jesmin অসাধারণ এপ্স,1,2025-12-06 04:33:49,1.2025.329,Mst Jesmin,0
This is a go to app for any academic research,5,2025-12-06 04:33:21,1.2025.329,Shedrach Francis,0
umm that talkin thing is soooo great!!,5,2025-12-06 04:32:48,1.2025.329,Om Kumar Bhagat,0
💯💯,5,2025-12-06 04:32:13,1.2025.329,Omkar Kamble,0
Its very useful it is friendly it is teacher it is dictionary it is useful for studies,5,2025-12-06 04:31:53,1.2025.329,Susheela Vennam,0
"mujhe lgta h chatgpt ne wo kam kiya h jo me 20 sal se chah rha tha ki koi aisa ho jo mujhe sahi rasta dikhaye kisi b waqt kisi advice ki jroorat ho to ready rehta h,😇",5,2025-12-06 04:29:28,1.2025.315,Abdul Kadir,0
"ultimamente un disastro, risposte sbagliate continue anche se glielo fai notare.",1,2025-12-06 04:29:19,1.2025.329,justanaccount,0
Very good for learning but it it has upgrades for money I don't know why,4,2025-12-06 04:29:19,1.2025.329,Corrine,0
it is very good. nice super cali ali docious,5,2025-12-06 04:29:10,1.2025.329,Tanuja Gayakwad,0
very god,5,2025-12-06 04:29:10,1.2025.329,Abdul Ahad,0
that's great app,5,2025-12-06 04:28:44,1.2025.329,Alex Heng,0
this is the best for me to thankyou,5,2025-12-06 04:27:55,1.2025.329,Krishnan Krishnan,0
it misses a few things sometimes but still amazing overall,4,2025-12-06 04:27:43,1.2025.329,Surprise Ngomani,0
such a great app ❣️,5,2025-12-06 04:27:24,1.2025.308,Hardeepkaur,0
it's the best app I've ever have,5,2025-12-06 04:24:44,1.2025.329,brian itayo,0
Solutions to all my needs ☺️,5,2025-12-06 04:24:03,1.2025.329,Shopna Akter,0
I love chatgpt. This is one of the best LLMs.,5,2025-12-06 04:22:31,1.2025.329,Geeta Garg,0
perfect in my opinion,5,2025-12-06 04:22:00,1.2025.329,گرگسهیل,0
this is a best app,5,2025-12-06 04:20:44,1.2025.329,monu Thripathi,0
dont trust this app,1,2025-12-06 04:19:59,,Two Three,0
very nice teacher chatGPT will you anywhere thanks 👍,4,2025-12-06 04:19:13,1.2025.329,Aamir Ahmad,0
Very nice 🥴🥴🥴🥴🥴🥴🥴🥴🥴🥴🥴🥴,5,2025-12-06 04:17:27,1.2025.329,Mahmud Hasan,0
decrease my work load and it is very useful it helping every situation and it is so useful for everyone,5,2025-12-06 04:16:49,1.2025.315,RAJKUMAR SANKHLA,0
Very Nice,5,2025-12-06 04:16:00,1.2025.329,Anjal Rai,0
the timer is really bad bi can't do anything bcz of the timer! like 25 hrs that's insane!,1,2025-12-06 04:14:29,1.2025.329,Misbah Shoaib,0
too slow it takes to much time for solving problems sometimes even 2 to 3 minutes and Sometime gives wrongs answer too,2,2025-12-06 04:12:11,1.2025.322,Muhammad Fardeen,0
it is good for my study,5,2025-12-06 04:11:56,1.2025.329,Mohammad Aamir,0
very user friendly. one of my mentor,5,2025-12-06 04:11:22,1.2025.315,MURUGARAAJ JAYABALAN,0
"sab thik hai isme sare ke suggestions, solutions acche se deta hai bus kabhi kabhi question nhi samajh pata",5,2025-12-06 04:11:12,1.2025.322,Md Jauni,0
